title,console,genre,publisher,developer,critic_score,total_sales,na_sales,jp_sales,pal_sales,other_sales,release_date,last_update
NBA Live 09,PS3,Sports,Electronic Arts,EA Canada,,0.52,0.46,0.02,0,0.04,2008-10-07,
Madden NFL 13,Wii,Sports,EA Sports,EA Tiburon,,0.52,0.47,,,0.05,2012-08-28,2018-01-04
SimAnimals,DS,Simulation,Electronic Arts,Electronic Arts,,0.52,0.26,0,0.21,0.05,2009-01-21,
NHL 17,PS4,Sports,EA Sports,EA Canada,,0.52,0.32,,0.11,0.09,2016-09-13,
NBA Live 08,X360,Sports,Electronic Arts,EA Canada,,0.52,0.47,0,0,0.04,2007-10-01,
Tiger Woods PGA Tour 11,X360,Sports,EA Sports,EA Tiburon,8.1,0.52,0.28,,0.19,0.05,2010-06-08,
We Love Katamari,PS2,Puzzle,Namco,Namco,8.2,0.52,0.26,,0.2,0.07,2005-09-20,
Classic Word Games,DS,Puzzle,Ubisoft,Ubisoft,,0.52,0.09,,0.36,0.06,2009-06-23,
Disney Epic Mickey 2: The Power of Two,X360,Platform,Disney Interactive Studios,Junction Point Studios,,0.52,0.32,,0.15,0.05,2012-11-18,2018-04-14
Kung Fu Panda,PS3,Platform,Activision,Luxoflux,,0.52,0.21,,0.21,0.09,2008-06-03,
The Magical Quest starring Mickey Mouse (weekly jp sales),SNES,Platform,Capcom,Capcom,,0.52,,0.52,,,1992-12-01,
Skylanders: Trap Team,PS4,Platform,Activision,Toys for Bob,,0.52,0.25,,0.18,0.09,2014-10-05,2018-03-17
Frozen: Olaf's Quest,DS,Platform,GameMill Entertainment,1st Playable Productions,,0.52,0.21,,0.27,0.04,2013-11-12,2018-04-02
Mega Man 6,NES,Platform,Nintendo,Capcom,,0.52,0.28,0.16,0.07,0.01,1994-03-01,
Silent Hill: Origins,PSP,Action,Konami,Climax Group,7.8,0.52,0.22,0.04,0.16,0.1,2007-11-06,
Guinness World Records: The Videogame,DS,Action,Warner Bros. Interactive,Traveller's Tales,,0.52,0.47,,0.01,0.04,2008-11-11,
Mission: Impossible,PS,Action,Atari,X-ample,,0.52,0.29,,0.2,0.03,1999-11-23,
Tomb Raider: Legend,PS2,Action,Eidos Interactive,Crystal Dynamics,,0.52,0.25,0.02,0.19,0.06,2006-04-11,
Stuntman: Ignition,PS3,Racing,THQ,Paradigm Entertainment,,0.52,0.17,,0.26,0.1,2007-09-17,
GT Pro Series,Wii,Racing,Ubisoft,MTO,3.7,0.52,0.46,0.02,0.01,0.04,2006-11-14,
Cars 2,PS3,Racing,Disney Interactive Studios,Avalanche Software,7.5,0.52,0.22,,0.22,0.09,2011-06-21,
Kenkou Ouen Recipe 1000: DS Kondate Zenshuu,DS,Misc,Nintendo,Nintendo,,0.52,,0.52,,,2006-12-07,
Jampack Winter 2002,PS2,Misc,Sony Computer Entertainment,Sony Computer Entertainment America,,0.52,0.25,,0.2,0.07,2002-10-17,
SingStar Dance,PS3,Misc,Sony Computer Entertainment,SCEE London Studio,,0.52,0.09,,0.32,0.11,2010-11-09,
Way of the Samurai 3,PS3,Action,Agetec,Acquire,6.5,0.52,0.18,0.22,0.08,0.04,2009-10-13,
Mario Tennis: Power Tour,GBA,Sports,Nintendo,Camelot Software Planning,,0.52,0.24,0.19,0.09,0.01,2005-12-05,
Mystery Dungeon: Shiren the Wanderer,DS,Role-Playing,Sega,ChunSoft,7.1,0.52,0.17,0.33,0,0.02,2008-03-04,
Swing Away Golf,PS2,Sports,Electronic Arts,Tikipod,,0.52,0.17,0.18,0.13,0.04,2000-10-25,
Freedom Fighters,PS2,Shooter,Electronic Arts,IO Interactive,,0.52,0.25,,0.2,0.07,2003-10-01,
The Punisher,PS2,Shooter,THQ,Volition Inc.,,0.52,0.25,,0.2,0.07,2005-01-17,
Omega Boost,PS,Shooter,Sony Computer Entertainment,Polyphony Digital,,0.52,0.17,0.2,0.11,0.03,1999-08-31,
Rune Factory 2: A Fantasy Harvest Moon,DS,Role-Playing,Natsume,Neverland Company,7.9,0.52,0.32,0.15,0.03,0.03,2008-11-18,
Spectrobes: Beyond the Portals,DS,Role-Playing,Disney Interactive Studios,Jupiter Multimedia,7.3,0.52,0.36,,0.11,0.05,2008-10-07,
Alice in Wonderland,Wii,Adventure,Disney Interactive Studios,Etranges Libellules,6.3,0.51,0.25,,0.21,0.05,2010-03-02,
River Raid II,2600,Shooter,Activision,Activision,,0.51,0.47,,0.03,0.01,1988-07-28,
Summoner,PS2,Role-Playing,THQ,Volition Inc.,,0.51,0.25,,0.2,0.07,2000-10-25,
Final Fantasy,WS,Role-Playing,Square,SquareSoft,,0.51,,0.51,,,2000-12-09,
International Track & Field,PS,Sports,Konami,Konami,,0.51,0.08,0.35,0.05,0.03,1996-06-28,
Mario & Luigi Superstar Saga + Bowser's Minions,3DS,Role-Playing,Nintendo,AlphaDream Corporation,,0.51,0.2,0.08,0.2,0.04,2017-10-06,2018-01-26
Yokai Watch Busters 2: Hihou Densetsu Banbarayaa - Magnum / Sword,3DS,Role-Playing,Level 5,Level 5,,0.51,,0.51,,,2017-12-16,2018-09-09
NBA Live 2004,XB,Sports,EA Sports,EA Canada,,0.51,0.44,,0.04,0.02,2003-10-14,
"SpongeBob SquarePants: Lights, Camera, Pants!",GBA,Misc,THQ,WayForward Technologies,,0.51,0.37,,0.14,0.01,2005-10-21,
Rugrats: Scavenger Hunt,N64,Misc,THQ,Realtime Associates,,0.51,0.41,,0.09,0.01,1999-06-29,
Cars Toon: Mater's Tall Tales,Wii,Misc,Disney Interactive Studios,Papaya Studios,,0.51,0.45,,0.02,0.04,2010-10-19,
Capcom Classics Collection,PS2,Misc,Capcom,Digital Eclipse,,0.51,0.22,0.05,0.17,0.06,2005-09-27,
Monopoly Party,PS2,Misc,Infogrames,Runecraft,,0.51,0.25,,0.19,0.06,2002-11-11,
World Championship Poker,XB,Misc,Crave Entertainment,Coresoft,,0.51,0.37,,0.11,0.02,2004-11-30,
DiRT Rally,PS4,Racing,Codemasters,Codemasters,8.3,0.51,0.13,,0.3,0.08,2016-04-05,2018-01-17
Pac-Man Fever,PS2,Misc,Namco,Mass Media,,0.51,0.25,,0.2,0.07,2002-09-02,
Jam With the Band,DS,Misc,Nintendo,Nintendo SDD,,0.51,,0.51,0,0,2010-05-21,
Lair,PS3,Action,Sony Computer Entertainment,Factor 5,5.5,0.51,0.36,0.08,0.04,0.04,2007-08-30,
Dynasty Warriors,PSP,Action,Tecmo Koei,Omega Force,6.6,0.51,0.18,0.3,0,0.02,2005-03-17,
Iron Man,DS,Action,Sega,Artificial Mind and Movement,,0.51,0.35,,0.12,0.05,2008-05-02,
Lego Batman 3: Beyond Gotham,3DS,Action,Warner Bros. Interactive Entertainment,TT Fusion,,0.51,0.21,,0.26,0.04,2014-11-11,2018-01-06
The BIGS,PS2,Sports,2K Sports,Blue Castle Games,,0.51,0.25,,0.19,0.06,2007-06-25,
NHL 16,XOne,Sports,EA Sports,EA Canada,,0.51,0.41,,0.05,0.05,2015-09-15,
Disney's Kim Possible: Revenge of Monkey Fist,GBA,Platform,Disney Interactive Studios,Digital Eclipse,5,0.51,0.37,,0.14,0.01,2002-11-13,
Hitman 2,PS4,Action-Adventure,Warner Bros. Interactive Entertainment,IO Interactive,,0.51,0.19,0.02,0.22,0.08,2018-11-13,2018-11-22
Test Drive Unlimited,PSP,Racing,Atari,Melbourne House,7.7,0.51,0.08,,0.28,0.15,2007-03-21,
Prince of Persia Trilogy,PS3,Action,Ubisoft,Ubisoft,8.3,0.51,0.17,,0.24,0.09,2011-04-19,
100 All-Time Favorites,DS,Puzzle,Ubisoft,Ubisoft,,0.51,0.35,,0.12,0.04,2009-10-27,
Ratatouille,PS3,Platform,THQ,Heavy Iron Studios,5.2,0.51,0.09,,0.32,0.1,2007-10-23,
Major League Baseball 2K10,X360,Sports,2K Sports,Visual Concepts,7.4,0.51,0.47,,,0.04,2010-03-02,
Pro Evolution Soccer 2010,Wii,Sports,Konami,Konami,8.1,0.51,0.12,0.06,0.27,0.05,2009-11-10,
International Superstar Soccer 2000 (All region sales),N64,Sports,Konami,KCEO,,0.51,0.01,0.22,0.26,0.02,2000-08-03,
Tiger Woods PGA Tour 13,X360,Sports,Electronic Arts,EA Tiburon,,0.51,0.29,,0.18,0.05,2012-03-27,2018-09-28
Wrecking Crew,NES,Platform,Nintendo,Nintendo,,0.51,,0.51,,,1985-10-01,
Monsters vs. Aliens,DS,Platform,Activision,Amaze Entertainment,,0.51,0.33,,0.13,0.05,2009-03-24,
HSX HyperSonic.Xtreme,PS2,Racing,Majesco,Blade Interactive,,0.51,0.25,,0.2,0.07,2003-01-26,
Petz: Hamsterz Life 2,DS,Action,Ubisoft,Unknown,,0.51,0.47,,,0.04,2007-11-13,
My Word Coach,Wii,Misc,Ubisoft,Ubisoft Montreal,,0.51,0.46,,0.01,0.04,2007-11-06,
The Saboteur,X360,Action,Electronic Arts,Pandemic Studios,7.2,0.51,0.26,,0.2,0.05,2009-12-08,
IL-2 Sturmovik: Birds of Prey,X360,Simulation,505 Games,Gaijin Entertainment,,0.51,0.23,,0.23,0.05,2009-09-08,
Fire Emblem Warriors,NS,Action,Nintendo,Omega Force,7.3,0.51,0.22,0.1,0.14,0.04,2017-10-20,2020-08-03
Way of the Samurai,PS2,Action,BAM! Entertainment,Acquire,,0.51,0.13,0.25,0.1,0.03,2002-05-31,
NBA Ballers,XB,Sports,Midway Games,Midway,,0.51,0.37,,0.11,0.02,2004-04-05,
NBA 2K11,Wii,Sports,2K Sports,Visual Concepts,,0.51,0.47,,0.01,0.03,2010-10-05,
Jikkyou Powerful Pro Yakyuu 10,PS2,Sports,Konami,Diamond Head,,0.51,,0.51,,,2003-07-17,
Virtual Pool,PS,Sports,Interplay,Celeris,,0.51,0.28,,0.19,0.03,1997-02-28,
NBA Live 07,PSP,Sports,EA Sports,EA Canada,7,0.51,0.47,,0,0.04,2006-09-25,
NHL FaceOff 98,PS,Sports,Sony Computer Entertainment,Killer Game,,0.51,0.28,,0.19,0.03,1997-09-30,
Madden NFL 2004,GC,Sports,EA Sports,EA Tiburon,9.2,0.51,0.4,,0.1,0.01,2003-08-12,
Dragon Ball: Raging Blast,X360,Fighting,Namco Bandai,Spike,5.8,0.51,0.36,0.02,0.08,0.04,2009-11-10,
Dragon Ball Z: Supersonic Warriors,GBA,Fighting,Atari,Banpresto,7.1,0.51,0.36,,0.13,0.01,2004-06-22,
SoulCalibur: Broken Destiny,PSP,Fighting,Namco Bandai,Project Soul,8,0.51,0.12,0.07,0.2,0.12,2009-09-01,
Naruto Shippuden: Clash of Ninja Revolution III,Wii,Fighting,Takara Tomy,8ing/Raizing,,0.51,0.44,,0.04,0.04,2009-11-17,
Bleach: Soul Resurreccion,PS3,Fighting,NIS America,Eighting,6.7,0.51,0.27,0.07,0.11,0.06,2011-08-03,
Halo Wars 2,XOne,Strategy,Microsoft Studios,Creative Assembly,7,0.51,0.31,,0.15,0.05,2017-02-21,2018-02-24
Dai-4-Ji Super Robot Taisen S,PS,Strategy,Banpresto,Winky Soft,,0.51,,0.48,,0.03,1996-01-26,
DC Universe Online,PS3,MMO,Sony Online Entertainment,WBIE,6.5,0.51,0.35,,0.11,0.06,2011-01-11,2018-09-15
NHL 07,PS2,Sports,EA Sports,EA Montreal,7.2,0.51,0.42,,0.02,0.07,2006-09-12,
Silent Hill 4: The Room,PS2,Adventure,Konami,KCET,,0.51,0.25,,0.19,0.06,2004-09-07,
Hidden Mysteries: Titanic - Secrets of the Fateful Voyage,DS,Adventure,Activision,Black Lantern Studios,,0.51,0.12,,0.33,0.06,2009-11-03,
Fishing Derby,2600,Sports,Activision,Activision,,0.51,0.48,,0.03,0.01,1980-01-01,
Men in Black II: Alien Escape,PS2,Shooter,Infogrames,Melbourne House,,0.5,0.24,,0.19,0.06,2002-06-27,
Star Wars: Clone Wars,PS2,Shooter,LucasArts,Pandemic Studios,,0.5,0.24,,0.19,0.06,2002-12-10,
Goldeneye 007: Reloaded,X360,Shooter,Activision,Eurocom,7.4,0.5,0.25,,0.2,0.05,2011-11-01,
Chopper Command,2600,Shooter,Activision,Activision,,0.5,0.47,,0.03,0.01,1982-06-15,
Wet,X360,Shooter,Bethesda Softworks,Artificial Mind and Movement,6.9,0.5,0.23,0.01,0.21,0.05,2009-09-15,
Homefront: The Revolution,PS4,Shooter,Deep Silver,Dambuster Studios,,0.5,0.11,0.04,0.29,0.07,2016-05-17,2018-05-24
Attack on Titan,PS4,Action,Tecmo Koei,Omega Force,,0.5,0.08,0.12,0.24,0.06,2017-01-01,2018-09-11
Lost: Via Domus,PS3,Action,Ubisoft,Ubisoft Montreal,,0.5,0.19,,0.23,0.09,2008-02-26,
Midnight Magic,2600,Action,Atari,Atari,,0.5,0.47,,0.03,0.01,1984-01-01,
Steel Diver,3DS,Action,Nintendo,Nintendo EAD,5.6,0.5,0.31,0.05,0.1,0.04,2011-03-27,
Gauntlet,2600,Action,Answer Software,Answer Software,,0.5,0.46,,0.03,0.01,1983-01-01,
Rock Band Unplugged,PSP,Misc,MTV Games,Backbone Entertainment / Harmonix Music Systems,8,0.5,0.25,,0.15,0.11,2009-06-09,
Blue's Clues: Blue's Big Musical,PS,Misc,THQ,Terryglyph Interactive Studios,,0.5,0.28,,0.19,0.03,2001-08-24,
RealSports Tennis,2600,Sports,Atari,Atari,,0.5,0.46,,0.03,0.01,1983-01-01,
Madden NFL 07,Wii,Sports,EA Sports,HB Studios,8.2,0.5,0.46,,0,0.04,2006-11-14,
NHL 09,X360,Sports,Electronic Arts,EA Canada,9,0.5,0.45,,0.01,0.04,2008-09-09,
Bakugan Battle Brawlers: Defenders of the Core,DS,Action,Activision,Now Production,,0.5,0.43,0.02,0.02,0.03,2010-11-02,
Shrek SuperSlam,PS2,Action,Activision,Shaba Games,,0.5,0.24,,0.19,0.06,2005-10-25,
Monster Hunter,PS2,Role-Playing,Capcom,Capcom,,0.5,0.11,0.28,0.08,0.03,2004-09-21,
Rugrats in Paris: The Movie,N64,Action,THQ,Avalanche Software,,0.5,0.4,,0.09,0.01,2000-11-12,
Pok̩mon Art Academy,3DS,Misc,Nintendo,Headstrong Games,7.8,0.5,0.18,0.17,0.12,0.03,2014-10-24,2018-08-03
PoPoLoCrois Monogatari,PS,Role-Playing,Sony Computer Entertainment,SCE,,0.5,,0.46,,0.03,1996-07-12,
Dragon's Crown,PS3,Role-Playing,Atlus,Vanillaware,,0.5,0.27,0.17,0.04,0.02,2013-08-06,
Monster Hunter Portable 3rd HD Ver.,PS3,Role-Playing,Capcom,Capcom,,0.5,,0.5,,,2011-08-25,
Tactics Ogre: The Knight of Lodis,GBA,Role-Playing,Atlus,Quest Corporation,8.5,0.5,0.13,0.31,0.05,0.01,2002-05-11,
RPG Maker,PS,Role-Playing,Agetec,Agetec Inc.,,0.5,0.11,0.29,0.07,0.03,2000-09-19,
Major League Baseball 2K12,X360,Sports,Take-Two Interactive,"Visual Concepts, Ltd.",,0.5,0.47,,,0.03,2012-03-06,2018-11-03
Tiger Woods PGA Tour 07,PS3,Sports,EA Sports,EA Redwood Shores,8.1,0.5,0.31,,0.12,0.07,2006-11-14,
Dragon Age: Origins,PC,Role-Playing,Electronic Arts,BioWare Corp.,9.1,0.5,,,0.46,0.04,2009-11-03,
Burnout Revenge,X360,Racing,Electronic Arts,Criterion,8.8,0.5,0.42,,0.04,0.04,2006-03-07,
SplashDown: Rides Gone Wild,PS2,Racing,THQ,Rainbow Studios,,0.5,0.24,,0.19,0.06,2003-08-05,
Sonic & Sega All-Stars Racing Transformed,PS3,Racing,Sega,Sumo Digital,,0.5,0.08,0.02,0.33,0.07,2012-11-18,2018-12-03
Major League Baseball 2K13,X360,Sports,2K Sports,"Visual Concepts, Ltd.",,0.5,0.45,,,0.05,2013-03-05,2018-09-29
Picross DS,DS,Puzzle,Nintendo,Jupiter Multimedia,8.4,0.5,0.17,0.3,0.02,0.02,2007-07-30,
Picross 3D,DS,Puzzle,Nintendo,HAL Laboratory,8.7,0.5,0.28,0.16,0.03,0.03,2010-05-03,
Madden NFL 11,PS2,Sports,EA Sports,EA Tiburon,,0.5,0.41,,0.02,0.07,2010-08-10,
